都道府県,市区町村,国籍・地域,在留資格,在留外国人数
熊本県,苓北町,ベトナム,技術・人文知識・国際業務,2 
熊本県,苓北町,ベトナム,技能実習３号ロ,18 
熊本県,苓北町,ベトナム,医療,1 
熊本県,苓北町,シンガポール,留学,1 
熊本県,苓北町,ベトナム,特定技能１号,1 
熊本県,苓北町,米国,日本人の配偶者等,1 
熊本県,苓北町,ベトナム,技能実習２号ロ,5 
熊本県,苓北町,ベトナム,特定活動,1 
熊本県,苓北町,ミャンマー,技能実習２号ロ,9 
熊本県,苓北町,ベトナム,家族滞在,2 
熊本県,苓北町,ベトナム,技能実習１号ロ,13 
熊本県,苓北町,ミャンマー,技能実習１号ロ,2 
熊本県,苓北町,チリ,特定活動,4 
熊本県,苓北町,チェコ,特定活動,2 
熊本県,苓北町,ドイツ,日本人の配偶者等,1 
