都道府県,市区町村,国籍・地域,在留資格,在留外国人数
熊本県,天草市,フィリピン,定住者,1 
熊本県,天草市,中国,永住者の配偶者等,1 
熊本県,天草市,ミャンマー,特定技能１号,4 
熊本県,天草市,英国,日本人の配偶者等,1 
熊本県,天草市,ベトナム,特定技能１号,37 
熊本県,天草市,ベトナム,技能実習３号ロ,15 
熊本県,天草市,ミャンマー,特定活動,3 
熊本県,天草市,中国,技能,1 
熊本県,天草市,スリランカ,技術・人文知識・国際業務,1 
熊本県,天草市,ベトナム,特定活動,4 
熊本県,天草市,中国,家族滞在,1 
熊本県,天草市,カンボジア,特定技能１号,1 
熊本県,天草市,カンボジア,技能実習３号ロ,5 
熊本県,天草市,ミャンマー,日本人の配偶者等,1 
熊本県,天草市,ミャンマー,技能実習３号ロ,13 
熊本県,天草市,ジャマイカ,教育,1 
熊本県,天草市,中国,技能実習３号ロ,4 
熊本県,天草市,フランス,日本人の配偶者等,1 
熊本県,天草市,中国,特定技能１号,1 
熊本県,天草市,ミャンマー,技能実習２号ロ,29 
熊本県,天草市,ベトナム,技能実習２号ロ,46 
熊本県,天草市,中国,技能実習２号ロ,5 
熊本県,天草市,中国,定住者,1 
熊本県,天草市,インドネシア,技能実習２号ロ,11 
熊本県,天草市,フィリピン,特定技能１号,8 
熊本県,天草市,カンボジア,技能実習２号ロ,14 
熊本県,天草市,タイ,技能実習２号ロ,2 
熊本県,天草市,米国,教育,11 
熊本県,天草市,カナダ,教育,1 
熊本県,天草市,南アフリカ共和国,教育,1 
熊本県,天草市,モンゴル,技能実習２号ロ,4 
熊本県,天草市,インドネシア,特定技能１号,26 
熊本県,天草市,フィリピン,技能実習２号ロ,2 
熊本県,天草市,インド,特定技能１号,10 
熊本県,天草市,ネパール,特定技能１号,12 
熊本県,天草市,ベトナム,家族滞在,1 
熊本県,天草市,ベトナム,技能実習１号ロ,33 
熊本県,天草市,ミャンマー,技能実習１号ロ,37 
熊本県,天草市,カンボジア,技能実習１号ロ,7 
熊本県,天草市,米国,特定活動,1 
熊本県,天草市,インドネシア,技能実習１号ロ,13 
熊本県,天草市,韓国,技術・人文知識・国際業務,1 
熊本県,天草市,インドネシア,技能実習３号ロ,1 
熊本県,天草市,インドネシア,日本人の配偶者等,1 
熊本県,天草市,インドネシア,特定活動,1 
熊本県,天草市,インドネシア,技術・人文知識・国際業務,8 
熊本県,天草市,フィリピン,技能実習１号ロ,2 
熊本県,天草市,カナダ,日本人の配偶者等,1 
熊本県,天草市,ニュージーランド,教育,1 
熊本県,天草市,ニュージーランド,家族滞在,1 
熊本県,天草市,中国,技能実習１号ロ,2 
熊本県,天草市,フィリピン,日本人の配偶者等,2 
熊本県,合志市,韓国,特別永住者,10 
熊本県,合志市,中国,永住者,60 
熊本県,合志市,フィリピン,永住者,23 
熊本県,合志市,スリランカ,永住者,1 
熊本県,合志市,スイス,永住者,1 
熊本県,合志市,ドイツ,永住者,2 
熊本県,合志市,フィリピン,日本人の配偶者等,5 
熊本県,合志市,英国,永住者,2 
熊本県,合志市,ブラジル,永住者,1 
熊本県,合志市,ベネズエラ,永住者,1 
熊本県,合志市,韓国,永住者,6 
熊本県,合志市,タイ,永住者,1 
熊本県,合志市,インド,永住者,4 
熊本県,合志市,ルーマニア,永住者,1 
熊本県,合志市,台湾,永住者,4 
熊本県,合志市,米国,永住者,2 
熊本県,合志市,インドネシア,永住者,1 
熊本県,合志市,中国,技術・人文知識・国際業務,6 
熊本県,合志市,韓国,家族滞在,3 
熊本県,合志市,マダガスカル,高度専門職１号イ,1 
熊本県,合志市,韓国,宗教,1 
熊本県,合志市,台湾,日本人の配偶者等,6 
熊本県,合志市,台湾,技術・人文知識・国際業務,14 
熊本県,合志市,インド,技能,3 
熊本県,合志市,マダガスカル,家族滞在,4 
熊本県,合志市,中国,技能,1 
熊本県,合志市,フィリピン,技術・人文知識・国際業務,1 
熊本県,合志市,中国,定住者,1 
熊本県,合志市,ネパール,経営・管理,1 
熊本県,合志市,ベトナム,日本人の配偶者等,2 
熊本県,合志市,アイルランド,日本人の配偶者等,1 
熊本県,合志市,台湾,家族滞在,49 
熊本県,合志市,英国,技術・人文知識・国際業務,1 
熊本県,合志市,英国,日本人の配偶者等,3 
熊本県,合志市,ネパール,技術・人文知識・国際業務,6 
熊本県,合志市,ネパール,家族滞在,8 
熊本県,合志市,ベトナム,特定技能１号,29 
熊本県,合志市,イタリア,日本人の配偶者等,1 
熊本県,合志市,ネパール,介護,1 
熊本県,合志市,ネパール,特定技能１号,6 
熊本県,合志市,フィリピン,特定技能１号,13 
熊本県,合志市,韓国,技術・人文知識・国際業務,5 
熊本県,合志市,中国,高度専門職１号ロ,2 
熊本県,合志市,中国,特定技能１号,5 
熊本県,合志市,ベトナム,技術・人文知識・国際業務,16 
熊本県,合志市,タイ,技能実習３号ロ,2 
熊本県,合志市,韓国,日本人の配偶者等,2 
熊本県,合志市,ベトナム,技能実習３号ロ,3 
熊本県,合志市,カンボジア,特定技能１号,5 
熊本県,合志市,ベトナム,特定活動,2 
熊本県,合志市,中国,家族滞在,2 
熊本県,合志市,フィリピン,技能実習３号ロ,5 
熊本県,合志市,台湾,高度専門職１号ロ,39 
熊本県,合志市,オーストラリア,日本人の配偶者等,1 
熊本県,合志市,スリランカ,特定技能１号,1 
熊本県,合志市,ミャンマー,技術・人文知識・国際業務,1 
熊本県,合志市,ミャンマー,技能実習３号ロ,1 
熊本県,合志市,インドネシア,技能実習３号ロ,10 
熊本県,合志市,フィリピン,技能実習２号ロ,11 
熊本県,合志市,中国,日本人の配偶者等,1 
熊本県,合志市,インドネシア,技能実習２号ロ,23 
熊本県,合志市,ネパール,技能,5 
熊本県,合志市,ベトナム,技能実習２号ロ,26 
熊本県,合志市,インドネシア,特定技能１号,13 
熊本県,合志市,韓国,定住者,1 
熊本県,合志市,インド,留学,1 
熊本県,合志市,カンボジア,技能実習２号ロ,10 
熊本県,合志市,モンゴル,留学,1 
熊本県,合志市,インドネシア,留学,1 
熊本県,合志市,米国,教育,1 
熊本県,合志市,米国,日本人の配偶者等,1 
熊本県,合志市,インドネシア,技術・人文知識・国際業務,1 
熊本県,合志市,韓国,企業内転勤,1 
熊本県,合志市,ミャンマー,技能実習２号ロ,4 
熊本県,合志市,ニュージーランド,教育,1 
熊本県,合志市,ベトナム,技能実習１号ロ,6 
熊本県,合志市,ミャンマー,技能実習１号ロ,11 
熊本県,合志市,インドネシア,企業内転勤,7 
熊本県,合志市,タイ,技能実習１号ロ,1 
熊本県,合志市,インドネシア,技能実習１号ロ,18 
熊本県,合志市,スリランカ,技能実習１号ロ,3 
熊本県,合志市,カナダ,日本人の配偶者等,1 
熊本県,合志市,タイ,留学,1 
熊本県,合志市,フィリピン,技能実習１号ロ,8 
熊本県,合志市,マレーシア,留学,1 
熊本県,合志市,カンボジア,技能実習１号ロ,10 
熊本県,合志市,台湾,特定活動,1 
熊本県,合志市,台湾,企業内転勤,13 
熊本県,合志市,ベトナム,企業内転勤,4 
熊本県,合志市,シンガポール,留学,5 
熊本県,合志市,台湾,経営・管理,2 
熊本県,合志市,モンゴル,技能実習１号ロ,3 
熊本県,美里町,フィリピン,永住者,4 
熊本県,美里町,ペルー,定住者,1 
熊本県,美里町,米国,永住者,2 
熊本県,美里町,インドネシア,定住者,1 
熊本県,美里町,インドネシア,永住者,1 
熊本県,美里町,韓国,永住者,1 
熊本県,美里町,フィリピン,定住者,1 
熊本県,美里町,中国,永住者,1 
熊本県,美里町,フィリピン,特定技能１号,3 
熊本県,美里町,ネパール,特定技能１号,3 
熊本県,美里町,オランダ,日本人の配偶者等,1 
熊本県,美里町,中国,技能実習３号ロ,7 
熊本県,美里町,ベトナム,技能実習３号ロ,9 
熊本県,美里町,ベトナム,特定技能１号,1 
熊本県,美里町,カンボジア,技能実習３号ロ,3 
熊本県,美里町,ベトナム,技能実習２号ロ,10 
熊本県,美里町,フィリピン,技能実習２号ロ,4 
熊本県,美里町,ミャンマー,技能実習２号ロ,11 
熊本県,美里町,ネパール,技能実習２号ロ,3 
熊本県,美里町,インドネシア,技能実習２号ロ,8 
熊本県,美里町,ルーマニア,日本人の配偶者等,1 
熊本県,美里町,フランス,定住者,1 
熊本県,美里町,インドネシア,特定技能１号,5 
熊本県,美里町,米国,教育,2 
熊本県,美里町,カンボジア,技能実習２号ロ,3 
熊本県,美里町,ミャンマー,技能実習１号ロ,4 
熊本県,美里町,ベトナム,技能実習１号ロ,9 
熊本県,玉東町,韓国,特別永住者,2 
熊本県,玉東町,フィリピン,永住者,3 
熊本県,玉東町,インドネシア,永住者,1 
熊本県,玉東町,タイ,永住者,1 
熊本県,玉東町,スリランカ,経営・管理,1 
熊本県,玉東町,フィリピン,日本人の配偶者等,1 
熊本県,玉東町,ベトナム,永住者,1 
熊本県,玉東町,中国,技術・人文知識・国際業務,2 
熊本県,玉東町,中国,特定技能１号,5 
熊本県,玉東町,ウクライナ,日本人の配偶者等,1 
熊本県,玉東町,スリランカ,家族滞在,2 
熊本県,玉東町,タイ,特定技能１号,2 
熊本県,玉東町,ベトナム,特定技能１号,1 
熊本県,玉東町,タイ,技能実習３号ロ,1 
熊本県,玉東町,インドネシア,特定技能１号,8 
熊本県,玉東町,ベトナム,技能実習２号ロ,1 
熊本県,玉東町,タイ,技能実習２号ロ,2 
熊本県,玉東町,フィリピン,特定技能１号,1 
熊本県,玉東町,ウクライナ,特定活動,15 
熊本県,玉東町,インドネシア,技能実習２号ロ,5 
熊本県,玉東町,スリランカ,技能,1 
熊本県,玉東町,タイ,技能実習１号ロ,1 
熊本県,玉東町,インドネシア,技能実習１号ロ,1 
熊本県,南関町,韓国,特別永住者,2 
熊本県,南関町,フィリピン,永住者,4 
熊本県,南関町,中国,永住者,2 
熊本県,南関町,韓国,技術・人文知識・国際業務,1 
熊本県,南関町,インドネシア,日本人の配偶者等,1 
熊本県,南関町,中国,技能,1 
熊本県,南関町,中国,日本人の配偶者等,1 
熊本県,南関町,インドネシア,永住者,1 
熊本県,南関町,英国,永住者,1 
熊本県,南関町,ネパール,技術・人文知識・国際業務,8 
熊本県,南関町,ベトナム,日本人の配偶者等,1 
熊本県,南関町,フィリピン,特定技能１号,22 
熊本県,南関町,ベトナム,特定技能１号,22 
熊本県,南関町,米国,技術・人文知識・国際業務,1 
熊本県,南関町,ネパール,家族滞在,2 
熊本県,南関町,インドネシア,特定技能１号,25 
熊本県,南関町,ベトナム,技能実習３号ロ,7 
熊本県,南関町,カンボジア,技能実習３号ロ,1 
熊本県,南関町,フィリピン,技能実習３号ロ,3 
熊本県,南関町,フィリピン,特定活動,1 
熊本県,南関町,ベトナム,技能実習２号ロ,38 
熊本県,南関町,ミャンマー,技能実習２号ロ,2 
熊本県,南関町,中国,家族滞在,1 
熊本県,南関町,インドネシア,技能実習２号ロ,1 
熊本県,南関町,フィリピン,技能実習２号ロ,6 
熊本県,南関町,ウズベキスタン,技能実習２号ロ,3 
熊本県,南関町,フィリピン,技能実習１号ロ,3 
熊本県,南関町,ミャンマー,技能実習１号ロ,9 
熊本県,南関町,ベトナム,技能実習１号ロ,24 
熊本県,南関町,ウズベキスタン,技能実習１号ロ,4 
熊本県,南関町,インドネシア,技能実習１号ロ,15 
熊本県,南関町,中国,特定技能１号,1 
熊本県,南関町,タイ,技能実習１号ロ,3 
熊本県,南関町,米国,日本人の配偶者等,1 
熊本県,長洲町,米国,永住者,1 
熊本県,長洲町,韓国,特別永住者,7 
熊本県,長洲町,韓国,永住者,2 
熊本県,長洲町,フィリピン,永住者,5 
熊本県,長洲町,ミャンマー,永住者,1 
熊本県,長洲町,中国,永住者,3 
熊本県,長洲町,ベトナム,永住者,2 
熊本県,長洲町,フィリピン,定住者,2 
熊本県,長洲町,スロバキア,日本人の配偶者等,1 
熊本県,長洲町,中国,日本人の配偶者等,3 
熊本県,長洲町,インドネシア,永住者,1 
熊本県,長洲町,フィリピン,技術・人文知識・国際業務,3 
熊本県,長洲町,ネパール,技能,2 
熊本県,長洲町,スイス,日本人の配偶者等,1 
熊本県,長洲町,ベトナム,技術・人文知識・国際業務,12 
熊本県,長洲町,インド,日本人の配偶者等,1 
熊本県,長洲町,ネパール,技術・人文知識・国際業務,7 
熊本県,長洲町,セネガル,日本人の配偶者等,1 
熊本県,長洲町,米国,技術・人文知識・国際業務,1 
熊本県,長洲町,ネパール,家族滞在,9 
熊本県,長洲町,フィリピン,特定技能１号,171 
熊本県,長洲町,韓国,永住者の配偶者等,1 
熊本県,長洲町,パキスタン,経営・管理,1 
熊本県,長洲町,米国,日本人の配偶者等,1 
熊本県,長洲町,ベトナム,特定技能１号,108 
熊本県,長洲町,台湾,技術・人文知識・国際業務,2 
熊本県,長洲町,ベトナム,技能実習３号イ,80 
熊本県,長洲町,中国,経営・管理,1 
熊本県,長洲町,フィリピン,日本人の配偶者等,1 
熊本県,長洲町,中国,特定活動,1 
熊本県,長洲町,ベトナム,技能実習３号ロ,16 
熊本県,長洲町,中国,技術・人文知識・国際業務,1 
熊本県,長洲町,台湾,家族滞在,1 
熊本県,長洲町,中国,技能実習３号ロ,5 
熊本県,長洲町,フィリピン,技能実習３号ロ,4 
熊本県,長洲町,フィリピン,特定活動,2 
熊本県,長洲町,ミャンマー,技術・人文知識・国際業務,4 
熊本県,長洲町,フィリピン,技能実習２号ロ,29 
熊本県,長洲町,ベトナム,技能実習２号ロ,100 
熊本県,長洲町,中国,技能実習２号ロ,4 
熊本県,長洲町,インドネシア,技能実習２号ロ,12 
熊本県,長洲町,パキスタン,家族滞在,3 
熊本県,長洲町,米国,教育,2 
熊本県,長洲町,ベトナム,家族滞在,2 
熊本県,長洲町,ベトナム,技能実習２号イ,13 
熊本県,長洲町,インド,技能実習２号ロ,22 
熊本県,長洲町,ミャンマー,技能実習２号ロ,2 
熊本県,長洲町,フィリピン,技能実習１号ロ,37 
熊本県,長洲町,ベトナム,技能実習１号ロ,22 
熊本県,長洲町,パキスタン,技術・人文知識・国際業務,1 
熊本県,長洲町,ベトナム,技能実習１号イ,34 
熊本県,長洲町,ミャンマー,技能実習１号ロ,10 
熊本県,長洲町,インドネシア,技能実習１号ロ,5 
熊本県,長洲町,インドネシア,特定技能１号,3 
熊本県,長洲町,ネパール,技能実習１号ロ,4 
熊本県,和水町,韓国,特別永住者,1 
熊本県,和水町,フランス,永住者,1 
熊本県,和水町,イタリア,永住者,1 
熊本県,和水町,タイ,永住者,2 
熊本県,和水町,韓国,永住者,1 
熊本県,和水町,フィリピン,永住者,1 
熊本県,和水町,フィリピン,日本人の配偶者等,2 
熊本県,和水町,イタリア,宗教,2 
熊本県,和水町,中国,永住者,5 
熊本県,和水町,スリランカ,永住者,1 
熊本県,和水町,台湾,日本人の配偶者等,1 
熊本県,和水町,ベトナム,特定技能１号,9 
熊本県,和水町,ネパール,特定技能１号,6 
熊本県,和水町,カンボジア,技能実習３号ロ,2 
熊本県,和水町,インドネシア,特定技能１号,8 
熊本県,和水町,フランス,日本人の配偶者等,1 
熊本県,和水町,フィリピン,特定技能１号,4 
熊本県,和水町,中国,永住者の配偶者等,1 
熊本県,和水町,ミャンマー,特定活動,1 
熊本県,和水町,フィリピン,技能実習２号ロ,2 
熊本県,和水町,ベトナム,技能実習２号ロ,9 
熊本県,和水町,カンボジア,技能実習２号ロ,5 
熊本県,和水町,タイ,日本人の配偶者等,1 
熊本県,和水町,インドネシア,技能実習２号ロ,2 
熊本県,和水町,カンボジア,特定技能１号,5 
熊本県,和水町,中国,技能実習１号ロ,1 
熊本県,和水町,インドネシア,技能実習１号ロ,1 
熊本県,和水町,ミャンマー,技能実習１号ロ,4 
熊本県,大津町,韓国,特別永住者,2 
熊本県,大津町,韓国,定住者,2 
熊本県,大津町,中国,永住者,34 
熊本県,大津町,ブラジル,日本人の配偶者等,2 
熊本県,大津町,フィリピン,永住者,22 
熊本県,大津町,ペルー,永住者,2 
熊本県,大津町,米国,永住者,3 
熊本県,大津町,ブラジル,永住者,3 
熊本県,大津町,タイ,定住者,1 
熊本県,大津町,中国,日本人の配偶者等,5 
熊本県,大津町,韓国,永住者,5 
熊本県,大津町,パキスタン,永住者,6 
熊本県,大津町,カナダ,永住者,1 
熊本県,大津町,台湾,永住者,8 
熊本県,大津町,フィリピン,定住者,10 
熊本県,大津町,フィリピン,日本人の配偶者等,6 
熊本県,大津町,中国,定住者,9 
熊本県,大津町,中国,技能,4 
熊本県,大津町,中国,家族滞在,11 
熊本県,大津町,カザフスタン,日本人の配偶者等,1 
熊本県,大津町,中国,技術・人文知識・国際業務,20 
熊本県,大津町,台湾,日本人の配偶者等,1 
熊本県,大津町,ベトナム,技術・人文知識・国際業務,41 
熊本県,大津町,マレーシア,永住者,1 
熊本県,大津町,ベトナム,家族滞在,18 
熊本県,大津町,ネパール,技術・人文知識・国際業務,27 
熊本県,大津町,マレーシア,高度専門職１号ロ,1 
熊本県,大津町,ミャンマー,特定活動,3 
熊本県,大津町,韓国,日本人の配偶者等,1 
熊本県,大津町,フィリピン,永住者の配偶者等,2 
熊本県,大津町,ロシア,技術・人文知識・国際業務,1 
熊本県,大津町,ネパール,家族滞在,27 
熊本県,大津町,台湾,技術・人文知識・国際業務,34 
熊本県,大津町,スリランカ,技術・人文知識・国際業務,1 
熊本県,大津町,ベトナム,特定技能１号,67 
熊本県,大津町,カンボジア,特定技能１号,10 
熊本県,大津町,フィリピン,特定技能１号,12 
熊本県,大津町,中国,永住者の配偶者等,2 
熊本県,大津町,ベトナム,経営・管理,1 
熊本県,大津町,韓国,技術・人文知識・国際業務,2 
熊本県,大津町,マレーシア,定住者,1 
熊本県,大津町,ベトナム,技能実習３号ロ,19 
熊本県,大津町,カンボジア,特定活動,4 
熊本県,大津町,インド,技術・人文知識・国際業務,1 
熊本県,大津町,インドネシア,特定技能１号,10 
熊本県,大津町,ミャンマー,技術・人文知識・国際業務,2 
熊本県,大津町,カンボジア,日本人の配偶者等,1 
熊本県,大津町,フィリピン,技能実習３号ロ,27 
熊本県,大津町,パキスタン,技術・人文知識・国際業務,1 
熊本県,大津町,ミャンマー,特定技能１号,1 
熊本県,大津町,フィリピン,技能実習２号ロ,23 
熊本県,大津町,ベトナム,特定活動,7 
熊本県,大津町,モンゴル,技能,1 
熊本県,大津町,中国,特定技能１号,6 
熊本県,大津町,中国,留学,1 
熊本県,大津町,ミャンマー,技能実習２号ロ,7 
熊本県,大津町,ベトナム,技能実習２号ロ,67 
熊本県,大津町,中国,技能実習２号ロ,8 
熊本県,大津町,米国,技術・人文知識・国際業務,2 
熊本県,大津町,タイ,技能実習２号ロ,1 
熊本県,大津町,モンゴル,家族滞在,2 
熊本県,大津町,台湾,家族滞在,6 
熊本県,大津町,インドネシア,技能実習２号ロ,17 
熊本県,大津町,インド,技能,3 
熊本県,大津町,カンボジア,技能実習２号ロ,6 
熊本県,大津町,カンボジア,企業内転勤,1 
熊本県,大津町,オーストラリア,日本人の配偶者等,1 
熊本県,大津町,インドネシア,技能実習３号ロ,2 
熊本県,大津町,中国,特定活動,1 
熊本県,大津町,トリニダード・トバゴ,教育,1 
熊本県,大津町,米国,教育,1 
熊本県,大津町,ベトナム,技能実習１号ロ,43 
熊本県,大津町,カンボジア,技能実習１号ロ,7 
熊本県,大津町,台湾,企業内転勤,39 
熊本県,大津町,中国,技能実習１号ロ,9 
熊本県,大津町,インドネシア,技能実習１号ロ,17 
熊本県,大津町,台湾,経営・管理,3 
熊本県,大津町,台湾,高度専門職１号ロ,3 
熊本県,大津町,フィリピン,技能実習１号ロ,11 
熊本県,大津町,ネパール,特定技能１号,3 
熊本県,大津町,ウズベキスタン,技術・人文知識・国際業務,1 
熊本県,大津町,フィリピン,技術・人文知識・国際業務,15 
熊本県,大津町,ミャンマー,技能実習１号ロ,4 
熊本県,大津町,フィリピン,企業内転勤,10 
熊本県,菊陽町,中国,永住者,95 
熊本県,菊陽町,韓国,特別永住者,3 
熊本県,菊陽町,フィリピン,永住者,14 
熊本県,菊陽町,台湾,永住者,12 
熊本県,菊陽町,韓国,永住者,5 
熊本県,菊陽町,ブラジル,永住者,1 
熊本県,菊陽町,ペルー,永住者,1 
熊本県,菊陽町,米国,永住者,3 
熊本県,菊陽町,中国,定住者,3 
熊本県,菊陽町,中国,技術・人文知識・国際業務,18 
熊本県,菊陽町,ネパール,永住者,3 
熊本県,菊陽町,パキスタン,永住者,5 
熊本県,菊陽町,チリ,興行,7 
熊本県,菊陽町,カナダ,永住者,1 
熊本県,菊陽町,ウルグアイ,永住者,1 
熊本県,菊陽町,英国,永住者,2 
熊本県,菊陽町,ルーマニア,永住者,2 
熊本県,菊陽町,スロバキア,興行,4 
熊本県,菊陽町,中国,技能,3 
熊本県,菊陽町,タイ,永住者,2 
熊本県,菊陽町,パラグアイ,定住者,1 
熊本県,菊陽町,中国,家族滞在,25 
熊本県,菊陽町,メキシコ,興行,3 
熊本県,菊陽町,中国,永住者の配偶者等,3 
熊本県,菊陽町,シンガポール,永住者,1 
熊本県,菊陽町,バングラデシュ,永住者,4 
熊本県,菊陽町,ヨルダン,永住者,1 
熊本県,菊陽町,ベトナム,永住者,1 
熊本県,菊陽町,ベトナム,定住者,2 
熊本県,菊陽町,メキシコ,永住者,1 
熊本県,菊陽町,ネパール,技術・人文知識・国際業務,7 
熊本県,菊陽町,タイ,日本人の配偶者等,3 
熊本県,菊陽町,ベトナム,技術・人文知識・国際業務,6 
熊本県,菊陽町,台湾,日本人の配偶者等,3 
熊本県,菊陽町,フィリピン,日本人の配偶者等,5 
熊本県,菊陽町,中国,興行,10 
熊本県,菊陽町,フランス,日本人の配偶者等,1 
熊本県,菊陽町,インドネシア,技術・人文知識・国際業務,1 
熊本県,菊陽町,台湾,技術・人文知識・国際業務,73 
熊本県,菊陽町,ベトナム,特定技能１号,39 
熊本県,菊陽町,スロバキア,家族滞在,3 
熊本県,菊陽町,ネパール,家族滞在,8 
熊本県,菊陽町,マレーシア,技術・人文知識・国際業務,2 
熊本県,菊陽町,韓国,技術・人文知識・国際業務,30 
熊本県,菊陽町,インドネシア,日本人の配偶者等,3 
熊本県,菊陽町,カナダ,日本人の配偶者等,1 
熊本県,菊陽町,スリランカ,技術・人文知識・国際業務,1 
熊本県,菊陽町,ベルギー,永住者,1 
熊本県,菊陽町,フィリピン,特定技能１号,2 
熊本県,菊陽町,中国,日本人の配偶者等,3 
熊本県,菊陽町,インド,技能,1 
熊本県,菊陽町,カンボジア,特定活動,2 
熊本県,菊陽町,中国,特定技能１号,3 
熊本県,菊陽町,ベトナム,技能実習３号ロ,9 
熊本県,菊陽町,韓国,日本人の配偶者等,2 
熊本県,菊陽町,タイ,技能実習３号ロ,12 
熊本県,菊陽町,ベトナム,家族滞在,3 
熊本県,菊陽町,ベトナム,日本人の配偶者等,2 
熊本県,菊陽町,カンボジア,技能実習３号ロ,8 
熊本県,菊陽町,インドネシア,特定技能１号,12 
熊本県,菊陽町,ブラジル,定住者,1 
熊本県,菊陽町,カンボジア,特定技能１号,8 
熊本県,菊陽町,パキスタン,日本人の配偶者等,2 
熊本県,菊陽町,ネパール,特定活動,1 
熊本県,菊陽町,フィジー,日本人の配偶者等,1 
熊本県,菊陽町,ミャンマー,特定技能１号,5 
熊本県,菊陽町,ミャンマー,特定活動,3 
熊本県,菊陽町,台湾,高度専門職１号ロ,72 
熊本県,菊陽町,インドネシア,技能実習２号ロ,9 
熊本県,菊陽町,インドネシア,技能実習３号ロ,6 
熊本県,菊陽町,ベトナム,技能実習２号ロ,41 
熊本県,菊陽町,ミャンマー,技能実習２号ロ,22 
熊本県,菊陽町,カンボジア,技能実習２号ロ,8 
熊本県,菊陽町,タイ,技能実習２号ロ,2 
熊本県,菊陽町,ポーランド,企業内転勤,1 
熊本県,菊陽町,台湾,家族滞在,72 
熊本県,菊陽町,イスラエル,企業内転勤,2 
熊本県,菊陽町,フィリピン,技術・人文知識・国際業務,54 
熊本県,菊陽町,シンガポール,企業内転勤,1 
熊本県,菊陽町,スペイン,留学,1 
熊本県,菊陽町,米国,日本人の配偶者等,1 
熊本県,菊陽町,スリランカ,家族滞在,1 
熊本県,菊陽町,台湾,企業内転勤,102 
熊本県,菊陽町,エチオピア,興行,7 
熊本県,菊陽町,エクアドル,興行,2 
熊本県,菊陽町,ネパール,定住者,2 
熊本県,菊陽町,米国,家族滞在,1 
熊本県,菊陽町,オーストラリア,留学,1 
熊本県,菊陽町,ブラジル,興行,2 
熊本県,菊陽町,キューバ,興行,2 
熊本県,菊陽町,ベトナム,興行,2 
熊本県,菊陽町,ウクライナ,家族滞在,2 
熊本県,菊陽町,カンボジア,技能実習１号ロ,3 
熊本県,菊陽町,ベトナム,企業内転勤,2 
熊本県,菊陽町,ネパール,技能,1 
熊本県,菊陽町,ミャンマー,技能実習３号ロ,1 
熊本県,菊陽町,中国,企業内転勤,4 
熊本県,菊陽町,中国,留学,2 
熊本県,菊陽町,韓国,企業内転勤,4 
熊本県,菊陽町,韓国,家族滞在,4 
熊本県,菊陽町,ミャンマー,技能実習１号ロ,10 
熊本県,菊陽町,インドネシア,技能実習１号ロ,17 
熊本県,菊陽町,インドネシア,企業内転勤,1 
熊本県,菊陽町,ベトナム,技能実習１号ロ,8 
熊本県,菊陽町,フィリピン,定住者,2 
熊本県,菊陽町,台湾,経営・管理,2 
熊本県,菊陽町,台湾,留学,4 
熊本県,菊陽町,フィリピン,企業内転勤,7 
熊本県,菊陽町,フィリピン,家族滞在,1 
熊本県,菊陽町,韓国,留学,1 
熊本県,菊陽町,フィリピン,技能実習１号ロ,2 
熊本県,菊陽町,中国,高度専門職１号ロ,14 
熊本県,菊陽町,ミャンマー,技術・人文知識・国際業務,2 
熊本県,南小国町,韓国,永住者,2 
熊本県,南小国町,フィリピン,永住者,5 
熊本県,南小国町,中国,永住者,3 
熊本県,南小国町,ベトナム,日本人の配偶者等,1 
熊本県,南小国町,ネパール,技術・人文知識・国際業務,32 
熊本県,南小国町,ネパール,家族滞在,9 
熊本県,南小国町,韓国,技術・人文知識・国際業務,9 
熊本県,南小国町,台湾,技術・人文知識・国際業務,5 
熊本県,南小国町,英国,日本人の配偶者等,1 
熊本県,南小国町,中国,技術・人文知識・国際業務,31 
熊本県,南小国町,ベトナム,技術・人文知識・国際業務,9 
熊本県,南小国町,スリランカ,技術・人文知識・国際業務,4 
熊本県,南小国町,ベトナム,特定技能１号,3 
熊本県,南小国町,米国,日本人の配偶者等,1 
熊本県,南小国町,ミャンマー,特定技能１号,1 
熊本県,南小国町,スウェーデン,日本人の配偶者等,1 
熊本県,南小国町,韓国,家族滞在,2 
熊本県,南小国町,フィリピン,特定技能１号,1 
熊本県,南小国町,フィリピン,日本人の配偶者等,1 
熊本県,南小国町,中国,家族滞在,1 
熊本県,南小国町,ベトナム,技能実習３号ロ,2 
熊本県,南小国町,インドネシア,特定技能１号,3 
熊本県,南小国町,フィリピン,技能実習２号ロ,4 
熊本県,南小国町,ベトナム,技能実習２号ロ,3 
熊本県,南小国町,フィリピン,技能実習１号ロ,7 
熊本県,南小国町,ミャンマー,技能実習２号ロ,2 
熊本県,南小国町,中国,特定活動,11 
熊本県,南小国町,ミャンマー,技術・人文知識・国際業務,8 
熊本県,南小国町,インドネシア,技能実習１号ロ,3 
熊本県,南小国町,カンボジア,技能実習１号ロ,2 
熊本県,南小国町,ベトナム,技能実習１号ロ,8 
熊本県,南小国町,インドネシア,特定活動,2 
熊本県,南小国町,ネパール,特定技能１号,1 
熊本県,南小国町,台湾,特定活動,6 
熊本県,南小国町,ミャンマー,技能実習１号ロ,3 
熊本県,南小国町,ベトナム,特定活動,4 
熊本県,南小国町,フィリピン,特定活動,4 
熊本県,南小国町,ベトナム,家族滞在,1 
熊本県,南小国町,韓国,特定活動,2 
