都道府県,市区町村,国籍・地域,在留資格,年齢（５歳階級）,性別,在留外国人数
,,,36：日本人の配偶者等,06_25～29歳,2:女,1 
,,,,07_30～34歳,1:男,1 
,,,,08_35～39歳,1:男,1 
,,,,,2:女,2 
,,,38：定住者,02_５～９歳,1:男,1 
,,,,03_10～14歳,2:女,1 
,,01_039：ミャンマー,16：技術・人文知識・国際業務,06_25～29歳,1:男,1 
,,,,,2:女,2 
,,,,09_40～44歳,1:男,2 
,,,18：介護,06_25～29歳,2:女,1 
,,,,07_30～34歳,1:男,1 
,,,21：特定技能１号,05_20～24歳,1:男,6 
,,,,,2:女,16 
,,,,06_25～29歳,2:女,9 
,,,,07_30～34歳,1:男,3 
,,,,,2:女,4 
,,,24：技能実習１号ロ,04_15～19歳,2:女,1 
,,,,05_20～24歳,2:女,17 
,,,,06_25～29歳,2:女,7 
,,,,07_30～34歳,2:女,2 
,,,26：技能実習２号ロ,05_20～24歳,1:男,10 
,,,,,2:女,30 
,,,,06_25～29歳,1:男,8 
,,,,,2:女,27 
,,,,07_30～34歳,1:男,1 
,,,,,2:女,4 
,,,,08_35～39歳,2:女,2 
,,,33：家族滞在,01_０～４歳,1:男,1 
,,,,05_20～24歳,2:女,1 
,,,34：特定活動,05_20～24歳,1:男,1 
,,,,,2:女,2 
,,,,06_25～29歳,1:男,5 
,,01_041：モンゴル,16：技術・人文知識・国際業務,07_30～34歳,1:男,1 
,,,21：特定技能１号,07_30～34歳,1:男,1 
,,01_043：ラオス,26：技能実習２号ロ,05_20～24歳,1:男,1 
,,,,06_25～29歳,1:男,1 
,,,,07_30～34歳,1:男,1 
,,,34：特定活動,06_25～29歳,1:男,1 
,,02_052：ウクライナ,34：特定活動,08_35～39歳,1:男,1 
,,,,,2:女,1 
,,02_054：英国,35：永住者,07_30～34歳,1:男,1 
,,,,08_35～39歳,1:男,1 
,,,,12_55～59歳,1:男,1 
,,02_075：チェコ,36：日本人の配偶者等,09_40～44歳,1:男,1 
,,02_078：ドイツ,16：技術・人文知識・国際業務,07_30～34歳,2:女,1 
,,,36：日本人の配偶者等,08_35～39歳,2:女,1 
,,,,09_40～44歳,1:男,1 
,,02_080：ノルウェー,31：留学,04_15～19歳,1:男,1 
,,02_099：ルーマニア,35：永住者,11_50～54歳,2:女,2 
,,,36：日本人の配偶者等,11_50～54歳,1:男,1 
,,02_101：ロシア,36：日本人の配偶者等,11_50～54歳,2:女,1 
,,03_112：カメルーン,16：技術・人文知識・国際業務,09_40～44歳,1:男,1 
,,03_126：スーダン,35：永住者,02_５～９歳,1:男,1 
,,,,03_10～14歳,1:男,1 
,,,,08_35～39歳,1:男,1 
,,,,,2:女,1 
,,,38：定住者,01_０～４歳,1:男,1 
,,03_136：ナイジェリア,35：永住者,12_55～59歳,1:男,1 
,,03_146：南アフリカ共和国,16：技術・人文知識・国際業務,07_30～34歳,2:女,1 
,,,,08_35～39歳,1:男,1 
,,04_158：カナダ,15：教育,07_30～34歳,1:男,1 
,,,36：日本人の配偶者等,08_35～39歳,1:男,1 
,,,,09_40～44歳,1:男,1 
,,04_162：コスタリカ,36：日本人の配偶者等,06_25～29歳,1:男,1 
,,04_174：バルバドス,15：教育,07_30～34歳,2:女,1 
,,04_175：米国,15：教育,05_20～24歳,1:男,1 
,,,,,2:女,1 
,,,,07_30～34歳,1:男,2 
,,,,,2:女,2 
,,,,08_35～39歳,1:男,1 
,,,33：家族滞在,07_30～34歳,1:男,1 
,,,34：特定活動,07_30～34歳,1:男,1 
,,,35：永住者,10_45～49歳,1:男,2 
,,,,12_55～59歳,1:男,1 
,,,,14_65～69歳,2:女,1 
,,,,15_70～74歳,1:男,1 
,,,,16_75～79歳,1:男,1 
,,,,17_80歳以上,2:女,1 
,,,36：日本人の配偶者等,06_25～29歳,1:男,1 
,,,,07_30～34歳,1:男,2 
,,,,08_35～39歳,1:男,1 
,,,,09_40～44歳,1:男,2 
,,,,17_80歳以上,1:男,1 
,,04_176：ベリーズ,35：永住者,09_40～44歳,1:男,1 
,,04_178：メキシコ,35：永住者,09_40～44歳,1:男,1 
,,,,10_45～49歳,1:男,1 
,,,,12_55～59歳,1:男,1 
,,,36：日本人の配偶者等,07_30～34歳,1:男,1 
,,,38：定住者,13_60～64歳,2:女,1 
,,05_187：ブラジル,35：永住者,08_35～39歳,1:男,1 
,,,,10_45～49歳,1:男,1 
,,,,12_55～59歳,2:女,1 
,,,38：定住者,03_10～14歳,2:女,2 
,,,,10_45～49歳,2:女,1 
,,06_191：オーストラリア,03：教授,11_50～54歳,1:男,1 
,,,35：永住者,09_40～44歳,1:男,1 
,,,,15_70～74歳,1:男,1 
,,,,16_75～79歳,1:男,1 
,,06_201：ニュージーランド,15：教育,06_25～29歳,2:女,1 
,,,31：留学,04_15～19歳,2:女,1 
,,,35：永住者,08_35～39歳,1:男,1 
,,,,11_50～54歳,1:男,1 
43：熊本県,熊本市北区,01_001：アフガニスタン,16：技術・人文知識・国際業務,08_35～39歳,1:男,1 
,,,33：家族滞在,01_０～４歳,2:女,1 
,,,,02_５～９歳,1:男,1 
,,,,03_10～14歳,1:男,1 
,,,,,2:女,1 
,,,,04_15～19歳,2:女,1 
,,,,08_35～39歳,2:女,1 
,,01_006：イラン,16：技術・人文知識・国際業務,10_45～49歳,1:男,1 
,,01_007：インド,16：技術・人文知識・国際業務,06_25～29歳,1:男,1 
,,,20：技能,07_30～34歳,1:男,3 
,,,,09_40～44歳,1:男,1 
,,,,10_45～49歳,1:男,1 
,,,,12_55～59歳,1:男,1 
,,,21：特定技能１号,06_25～29歳,1:男,1 
,,,34：特定活動,05_20～24歳,1:男,1 
,,01_008：インドネシア,16：技術・人文知識・国際業務,06_25～29歳,1:男,1 
,,,,08_35～39歳,2:女,1 
,,,21：特定技能１号,04_15～19歳,2:女,3 
,,,,05_20～24歳,1:男,12 
,,,,,2:女,39 
,,,,06_25～29歳,1:男,17 
,,,,,2:女,19 
,,,,07_30～34歳,1:男,6 
,,,,08_35～39歳,1:男,3 
,,,,09_40～44歳,1:男,3 
,,,,10_45～49歳,1:男,2 
,,,24：技能実習１号ロ,04_15～19歳,1:男,1 
,,,,,2:女,3 
,,,,05_20～24歳,1:男,24 
,,,,,2:女,9 
,,,,06_25～29歳,1:男,6 
,,,,,2:女,2 
,,,,07_30～34歳,1:男,2 
,,,26：技能実習２号ロ,04_15～19歳,1:男,1 
,,,,05_20～24歳,1:男,31 
,,,,,2:女,15 
,,,,06_25～29歳,1:男,25 
,,,,,2:女,8 
,,,,07_30～34歳,1:男,1 
,,,28：技能実習３号ロ,05_20～24歳,2:女,1 
,,,,06_25～29歳,1:男,2 
,,,33：家族滞在,06_25～29歳,2:女,1 
,,,34：特定活動,05_20～24歳,2:女,1 
,,,,06_25～29歳,1:男,2 
,,,,,2:女,1 
,,,35：永住者,09_40～44歳,2:女,1 
,,,,11_50～54歳,1:男,2 
,,,36：日本人の配偶者等,09_40～44歳,2:女,2 
,,,,10_45～49歳,1:男,2 
,,,37：永住者の配偶者等,10_45～49歳,2:女,1 
,,,38：定住者,04_15～19歳,2:女,1 
,,,,11_50～54歳,2:女,1 
,,01_011：韓国,03：教授,09_40～44歳,1:男,1 
,,,,11_50～54歳,2:女,1 
,,,08：高度専門職１号ロ,07_30～34歳,1:男,1 
,,,16：技術・人文知識・国際業務,06_25～29歳,2:女,2 
,,,,07_30～34歳,1:男,4 
,,,,10_45～49歳,1:男,1 
,,,,14_65～69歳,1:男,1 
,,,17：企業内転勤,06_25～29歳,2:女,1 
,,,,11_50～54歳,1:男,1 
,,,31：留学,06_25～29歳,2:女,1 
,,,33：家族滞在,01_０～４歳,2:女,1 
,,,,08_35～39歳,2:女,1 
,,,34：特定活動,16_75～79歳,2:女,1 
,,,35：永住者,04_15～19歳,1:男,1 
,,,,07_30～34歳,1:男,1 
,,,,08_35～39歳,1:男,1 
,,,,09_40～44歳,2:女,1 
,,,,10_45～49歳,1:男,1 
,,,,,2:女,1 
,,,,11_50～54歳,1:男,2 
,,,,,2:女,3 
,,,,12_55～59歳,2:女,3 
,,,,13_60～64歳,1:男,1 
,,,,,2:女,2 
,,,,14_65～69歳,2:女,4 
,,,,15_70～74歳,2:女,1 
,,,36：日本人の配偶者等,06_25～29歳,1:男,1 
,,,,08_35～39歳,2:女,1 
,,,,09_40～44歳,1:男,2 
,,,,10_45～49歳,1:男,1 
,,,,11_50～54歳,1:男,2 
,,,,13_60～64歳,2:女,1 
,,,,14_65～69歳,2:女,1 
,,,37：永住者の配偶者等,10_45～49歳,2:女,1 
,,,39：特別永住者,01_０～４歳,1:男,1 
,,,,07_30～34歳,1:男,1 
,,,,,2:女,1 
,,,,09_40～44歳,1:男,2 
,,,,10_45～49歳,2:女,1 
,,,,11_50～54歳,1:男,1 
,,,,,2:女,2 
,,,,12_55～59歳,1:男,1 
,,,,13_60～64歳,2:女,1 
,,,,14_65～69歳,1:男,4 
,,,,,2:女,2 
,,,,15_70～74歳,2:女,1 
,,,,16_75～79歳,1:男,2 
,,,,,2:女,4 
,,,,17_80歳以上,1:男,2 
,,,,,2:女,4 
,,01_012：（朝鮮）,39：特別永住者,05_20～24歳,1:男,1 
,,,,15_70～74歳,2:女,2 
,,01_014：カンボジア,21：特定技能１号,05_20～24歳,2:女,1 
,,,,06_25～29歳,2:女,7 
,,,,07_30～34歳,2:女,3 
,,,,08_35～39歳,2:女,4 
,,,24：技能実習１号ロ,05_20～24歳,1:男,1 
,,,,,2:女,1 
,,,26：技能実習２号ロ,05_20～24歳,1:男,3 
,,,,,2:女,8 
,,,,06_25～29歳,1:男,1 
,,,,,2:女,4 
,,,,07_30～34歳,1:男,1 
,,,,08_35～39歳,1:男,1 
,,,,,2:女,1 
,,,28：技能実習３号ロ,05_20～24歳,2:女,1 
,,,,07_30～34歳,2:女,1 
,,,,09_40～44歳,2:女,1 
,,,34：特定活動,07_30～34歳,1:男,1 
,,,36：日本人の配偶者等,07_30～34歳,2:女,1 
,,01_019：シンガポール,16：技術・人文知識・国際業務,06_25～29歳,2:女,1 
,,,31：留学,05_20～24歳,2:女,1 
,,01_020：スリランカ,16：技術・人文知識・国際業務,06_25～29歳,1:男,1 
,,,,,2:女,1 
,,,,11_50～54歳,1:男,1 
,,,21：特定技能１号,05_20～24歳,2:女,2 
,,,,06_25～29歳,2:女,1 
,,,,08_35～39歳,2:女,2 
,,,33：家族滞在,02_５～９歳,1:男,1 
,,,,04_15～19歳,2:女,2 
,,,,06_25～29歳,2:女,1 
,,,,08_35～39歳,2:女,1 
,,,34：特定活動,05_20～24歳,2:女,1 
,,01_021：タイ,16：技術・人文知識・国際業務,07_30～34歳,1:男,1 
,,,,,2:女,1 
,,,21：特定技能１号,06_25～29歳,1:男,4 
,,,,,2:女,1 
,,,,07_30～34歳,1:男,1 
,,,,,2:女,1 
,,,,08_35～39歳,1:男,3 
,,,,,2:女,2 
,,,24：技能実習１号ロ,05_20～24歳,2:女,1 
,,,,06_25～29歳,1:男,1 
,,,,,2:女,1 
,,,26：技能実習２号ロ,05_20～24歳,1:男,1 
,,,,,2:女,1 
,,,,06_25～29歳,2:女,3 
,,,,07_30～34歳,1:男,2 
,,,,08_35～39歳,1:男,1 
,,,,,2:女,1 
,,,35：永住者,06_25～29歳,2:女,1 
,,,,10_45～49歳,2:女,2 
,,,,13_60～64歳,2:女,1 
,,,,16_75～79歳,2:女,1 
,,,36：日本人の配偶者等,12_55～59歳,2:女,2 
,,,38：定住者,05_20～24歳,1:男,1 
,,,,08_35～39歳,2:女,1 
,,01_022：台湾,08：高度専門職１号ロ,06_25～29歳,1:男,2 
,,,,07_30～34歳,1:男,6 
,,,,,2:女,3 
,,,,08_35～39歳,1:男,9 
,,,,,2:女,1 
,,,,09_40～44歳,1:男,9 
,,,,,2:女,1 
,,,,10_45～49歳,1:男,5 
,,,,11_50～54歳,1:男,1 
,,,11：経営・管理,10_45～49歳,1:男,1 
,,,16：技術・人文知識・国際業務,05_20～24歳,1:男,1 
,,,,,2:女,1 
,,,,06_25～29歳,1:男,3 
,,,,,2:女,7 
,,,,07_30～34歳,1:男,11 
,,,,,2:女,5 
,,,,08_35～39歳,1:男,7 
,,,,,2:女,1 
,,,,09_40～44歳,1:男,1 
,,,,,2:女,1 
,,,,10_45～49歳,1:男,2 
,,,,11_50～54歳,2:女,1 
,,,17：企業内転勤,06_25～29歳,1:男,2 
,,,,,2:女,3 
,,,,07_30～34歳,1:男,5 
,,,,,2:女,4 
,,,,08_35～39歳,1:男,1 
,,,,,2:女,5 
,,,,09_40～44歳,1:男,3 
,,,,,2:女,1 
,,,,10_45～49歳,1:男,3 
,,,,,2:女,1 
,,,33：家族滞在,01_０～４歳,1:男,9 
,,,,,2:女,9 
,,,,02_５～９歳,1:男,12 
,,,,,2:女,6 
,,,,03_10～14歳,2:女,12 
,,,,04_15～19歳,1:男,3 
,,,,,2:女,1 
,,,,07_30～34歳,2:女,7 
,,,,08_35～39歳,2:女,10 
,,,,09_40～44歳,1:男,1 
,,,,,2:女,9 
,,,,10_45～49歳,1:男,1 
,,,,,2:女,3 
,,,,11_50～54歳,1:男,1 
,,,,,2:女,3 
,,,35：永住者,07_30～34歳,1:男,3 
,,,,08_35～39歳,1:男,1 
,,,,,2:女,2 
,,,,09_40～44歳,1:男,3 
,,,,,2:女,2 
,,,,10_45～49歳,1:男,2 
,,,,,2:女,2 
,,,,11_50～54歳,2:女,2 
,,,,12_55～59歳,2:女,1 
,,,,13_60～64歳,1:男,1 
,,,,,2:女,1 
,,,,14_65～69歳,2:女,3 
,,,36：日本人の配偶者等,05_20～24歳,2:女,1 
,,,,08_35～39歳,1:男,1 
,,,37：永住者の配偶者等,09_40～44歳,2:女,2 
,,,38：定住者,02_５～９歳,1:男,5 
,,,,03_10～14歳,1:男,1 
,,01_023：中国,07：高度専門職１号イ,08_35～39歳,1:男,1 
,,,11：経営・管理,13_60～64歳,2:女,1 
,,,,14_65～69歳,1:男,1 
,,,13：医療,08_35～39歳,2:女,1 
,,,16：技術・人文知識・国際業務,05_20～24歳,1:男,1 
,,,,06_25～29歳,1:男,6 
,,,,,2:女,2 
,,,,07_30～34歳,1:男,3 
,,,,,2:女,3 
,,,,08_35～39歳,1:男,2 
,,,,,2:女,1 
,,,,09_40～44歳,1:男,3 
,,,,10_45～49歳,2:女,1 
,,,20：技能,11_50～54歳,2:女,1 
,,,21：特定技能１号,09_40～44歳,2:女,4 
,,,,10_45～49歳,2:女,6 
,,,,11_50～54歳,1:男,1 
,,,,,2:女,2 
,,,24：技能実習１号ロ,07_30～34歳,1:男,2 
,,,31：留学,05_20～24歳,2:女,2 
,,,,06_25～29歳,1:男,2 
,,,,07_30～34歳,1:男,3 
,,,33：家族滞在,01_０～４歳,1:男,1 
,,,,,2:女,1 
,,,,02_５～９歳,2:女,1 
,,,,06_25～29歳,2:女,1 
,,,,07_30～34歳,2:女,2 
,,,,08_35～39歳,1:男,1 
,,,,11_50～54歳,1:男,1 
,,,,12_55～59歳,1:男,1 
,,,,14_65～69歳,2:女,1 
,,,34：特定活動,08_35～39歳,1:男,1 
,,,,17_80歳以上,2:女,1 
,,,35：永住者,01_０～４歳,2:女,1 
,,,,02_５～９歳,1:男,2 
,,,,,2:女,2 
,,,,03_10～14歳,1:男,2 
,,,,04_15～19歳,1:男,1 
,,,,,2:女,3 
,,,,05_20～24歳,1:男,3 
,,,,,2:女,1 
,,,,06_25～29歳,1:男,3 
,,,,,2:女,2 
,,,,07_30～34歳,1:男,3 
,,,,,2:女,5 
,,,,08_35～39歳,1:男,1 
,,,,,2:女,7 
,,,,09_40～44歳,1:男,5 
,,,,,2:女,14 
,,,,10_45～49歳,1:男,3 
,,,,,2:女,7 
,,,,11_50～54歳,1:男,3 
,,,,,2:女,14 
,,,,12_55～59歳,1:男,5 
,,,,,2:女,10 
,,,,13_60～64歳,1:男,2 
,,,,,2:女,3 
,,,,14_65～69歳,1:男,1 
,,,,,2:女,1 
,,,,15_70～74歳,1:男,1 
,,,,,2:女,3 
,,,,16_75～79歳,1:男,1 
,,,,,2:女,3 
,,,,17_80歳以上,2:女,1 
,,,36：日本人の配偶者等,07_30～34歳,2:女,4 
,,,,08_35～39歳,1:男,1 
,,,,,2:女,3 
,,,,09_40～44歳,1:男,1 
,,,,10_45～49歳,2:女,1 
,,,,11_50～54歳,2:女,1 
,,,37：永住者の配偶者等,07_30～34歳,1:男,2 
,,,,12_55～59歳,1:男,1 
,,,38：定住者,01_０～４歳,1:男,1 
,,,,,2:女,1 
,,,,04_15～19歳,2:女,1 
,,,,05_20～24歳,1:男,1 
,,,,07_30～34歳,1:男,1 
,,,,,2:女,1 
,,,,09_40～44歳,2:女,1 
,,,,12_55～59歳,2:女,1 
,,,,15_70～74歳,1:男,1 
,,01_028：ネパール,11：経営・管理,06_25～29歳,1:男,1 
,,,,09_40～44歳,1:男,1 
,,,16：技術・人文知識・国際業務,06_25～29歳,1:男,14 
,,,,,2:女,4 
,,,,07_30～34歳,1:男,6 
,,,,,2:女,4 
,,,,08_35～39歳,1:男,4 
,,,,,2:女,3 
,,,,09_40～44歳,1:男,2 
,,,20：技能,10_45～49歳,1:男,2 
,,,21：特定技能１号,04_15～19歳,2:女,1 
,,,,05_20～24歳,1:男,7 
,,,,,2:女,7 
,,,,06_25～29歳,1:男,6 
,,,,,2:女,10 
,,,,07_30～34歳,1:男,7 
,,,,,2:女,2 
,,,,08_35～39歳,1:男,2 
,,,,09_40～44歳,1:男,2 
,,,,,2:女,1 
,,,31：留学,04_15～19歳,1:男,2 
,,,,,2:女,2 
,,,,05_20～24歳,1:男,20 
,,,,,2:女,21 
,,,,06_25～29歳,1:男,8 
,,,,,2:女,6 
,,,33：家族滞在,01_０～４歳,1:男,4 
,,,,,2:女,2 
,,,,02_５～９歳,2:女,1 
,,,,04_15～19歳,1:男,2 
,,,,,2:女,1 
,,,,05_20～24歳,2:女,5 
,,,,06_25～29歳,2:女,7 
,,,,07_30～34歳,1:男,1 
,,,,,2:女,3 
,,,,08_35～39歳,1:男,2 
,,,,,2:女,2 
,,,,09_40～44歳,2:女,1 
,,,34：特定活動,06_25～29歳,1:男,1 
,,,35：永住者,02_５～９歳,1:男,1 
,,,,,2:女,2 
,,,,03_10～14歳,1:男,1 
,,,,08_35～39歳,1:男,1 
,,,,,2:女,2 
,,,36：日本人の配偶者等,06_25～29歳,1:男,1 
,,01_030：パキスタン,11：経営・管理,06_25～29歳,1:男,2 
,,,,09_40～44歳,1:男,2 
,,,16：技術・人文知識・国際業務,06_25～29歳,1:男,1 
,,,,07_30～34歳,1:男,1 
,,,,08_35～39歳,1:男,2 
,,,,12_55～59歳,1:男,1 
,,,33：家族滞在,01_０～４歳,1:男,1 
,,,,,2:女,1 
,,,,02_５～９歳,2:女,2 
,,,,06_25～29歳,2:女,1 
,,,,08_35～39歳,2:女,1 
,,,35：永住者,03_10～14歳,1:男,1 
,,,,12_55～59歳,1:男,1 
,,,37：永住者の配偶者等,01_０～４歳,2:女,1 
,,,,03_10～14歳,1:男,1 
,,,,10_45～49歳,2:女,1 
,,01_032：バングラデシュ,26：技能実習２号ロ,06_25～29歳,1:男,2 
,,01_034：フィリピン,15：教育,08_35～39歳,2:女,1 
,,,,11_50～54歳,2:女,1 
,,,21：特定技能１号,05_20～24歳,1:男,1 
,,,,,2:女,2 
,,,,06_25～29歳,1:男,1 
,,,,,2:女,7 
,,,,07_30～34歳,1:男,6 
,,,,,2:女,11 
,,,,08_35～39歳,1:男,2 
,,,,,2:女,6 
,,,,09_40～44歳,1:男,2 
,,,,,2:女,1 
,,,22：特定技能２号,07_30～34歳,1:男,1 
,,,,08_35～39歳,2:女,1 
,,,24：技能実習１号ロ,05_20～24歳,1:男,1 
,,,,,2:女,1 
,,,,06_25～29歳,1:男,3 
,,,,,2:女,2 
,,,,07_30～34歳,1:男,4 
,,,26：技能実習２号ロ,05_20～24歳,2:女,4 
,,,,06_25～29歳,1:男,2 
,,,,,2:女,7 
,,,,07_30～34歳,1:男,6 
,,,,,2:女,6 
,,,,08_35～39歳,1:男,1 
,,,,09_40～44歳,2:女,1 
,,,28：技能実習３号ロ,05_20～24歳,2:女,1 
,,,,06_25～29歳,2:女,1 
,,,,07_30～34歳,2:女,1 
,,,33：家族滞在,07_30～34歳,1:男,1 
,,,35：永住者,04_15～19歳,2:女,1 
,,,,05_20～24歳,2:女,1 
,,,,06_25～29歳,1:男,1 
,,,,07_30～34歳,1:男,1 
,,,,,2:女,1 
,,,,08_35～39歳,2:女,1 
,,,,09_40～44歳,1:男,1 
,,,,,2:女,5 
,,,,10_45～49歳,1:男,1 
,,,,,2:女,11 
,,,,11_50～54歳,2:女,11 
,,,,12_55～59歳,1:男,1 
,,,,,2:女,19 
,,,,13_60～64歳,2:女,7 
,,,,14_65～69歳,2:女,1 
,,,,15_70～74歳,2:女,1 
,,,,16_75～79歳,2:女,1 
,,,36：日本人の配偶者等,06_25～29歳,1:男,1 
,,,,07_30～34歳,1:男,1 
,,,,,2:女,4 
,,,,08_35～39歳,2:女,5 
,,,,09_40～44歳,2:女,1 
,,,,10_45～49歳,2:女,3 
,,,37：永住者の配偶者等,02_５～９歳,1:男,1 
,,,,,2:女,1 
,,,,07_30～34歳,2:女,1 
,,,38：定住者,01_０～４歳,2:女,1 
,,,,02_５～９歳,2:女,1 
,,,,03_10～14歳,1:男,1 
,,,,04_15～19歳,2:女,1 
,,,,06_25～29歳,2:女,1 
,,,,07_30～34歳,2:女,3 
,,,,09_40～44歳,2:女,2 
,,,,10_45～49歳,2:女,1 
,,01_037：ベトナム,16：技術・人文知識・国際業務,05_20～24歳,1:男,11 
,,,,,2:女,1 
,,,,06_25～29歳,1:男,31 
,,,,,2:女,5 
,,,,07_30～34歳,1:男,32 
,,,,,2:女,3 
,,,,08_35～39歳,1:男,19 
,,,,,2:女,2 
,,,,09_40～44歳,1:男,5 
,,,18：介護,06_25～29歳,2:女,2 
,,,,07_30～34歳,2:女,1 
,,,,08_35～39歳,2:女,1 
,,,21：特定技能１号,05_20～24歳,1:男,7 
,,,,,2:女,20 
,,,,06_25～29歳,1:男,25 
,,,,,2:女,33 
,,,,07_30～34歳,1:男,17 
,,,,,2:女,36 
,,,,08_35～39歳,1:男,9 
,,,,,2:女,20 
,,,,09_40～44歳,1:男,1 
,,,,,2:女,2 
,,,22：特定技能２号,06_25～29歳,2:女,1 
,,,,08_35～39歳,1:男,1 
,,,,09_40～44歳,2:女,1 
,,,24：技能実習１号ロ,04_15～19歳,1:男,2 
,,,,,2:女,7 
,,,,05_20～24歳,1:男,11 
,,,,,2:女,7 
,,,,06_25～29歳,1:男,1 
,,,,,2:女,3 
,,,,07_30～34歳,1:男,4 
,,,,,2:女,3 
,,,,08_35～39歳,1:男,1 
,,,,,2:女,4 
,,,,09_40～44歳,2:女,1 
,,,26：技能実習２号ロ,05_20～24歳,1:男,23 
,,,,,2:女,50 
,,,,06_25～29歳,1:男,3 
,,,,,2:女,15 
,,,,07_30～34歳,1:男,5 
,,,,,2:女,9 
,,,,08_35～39歳,1:男,4 
,,,,,2:女,5 
,,,,09_40～44歳,1:男,1 
,,,,,2:女,4 
,,,,10_45～49歳,2:女,1 
,,,28：技能実習３号ロ,05_20～24歳,1:男,1 
,,,,,2:女,4 
,,,,06_25～29歳,1:男,2 
,,,,,2:女,3 
,,,,07_30～34歳,1:男,1 
,,,,08_35～39歳,2:女,1 
,,,31：留学,05_20～24歳,2:女,2 
,,,,07_30～34歳,1:男,1 
,,,33：家族滞在,01_０～４歳,1:男,9 
,,,,,2:女,8 
,,,,02_５～９歳,1:男,6 
,,,,,2:女,3 
,,,,03_10～14歳,1:男,1 
,,,,,2:女,2 
,,,,05_20～24歳,2:女,2 
,,,,06_25～29歳,2:女,12 
,,,,07_30～34歳,2:女,5 
,,,,08_35～39歳,1:男,1 
,,,,,2:女,2 
,,,,09_40～44歳,1:男,1 
,,,,,2:女,3 
,,,34：特定活動,01_０～４歳,2:女,1 
,,,,05_20～24歳,1:男,3 
,,,,,2:女,1 
,,,,06_25～29歳,1:男,1 
,,,,07_30～34歳,1:男,1 
,,,,,2:女,2 
,,,,08_35～39歳,1:男,2 
,,,35：永住者,01_０～４歳,1:男,1 
,,,,,2:女,1 
,,,,06_25～29歳,2:女,1 
,,,,07_30～34歳,1:男,1 
,,,,08_35～39歳,1:男,1 
,,,36：日本人の配偶者等,06_25～29歳,2:女,3 
,,,,07_30～34歳,1:男,1 
,,,,,2:女,2 
,,,,08_35～39歳,1:男,1 
,,,,,2:女,2 
,,,,09_40～44歳,2:女,2 
,,,,10_45～49歳,2:女,1 
,,,38：定住者,03_10～14歳,2:女,1 
,,,,04_15～19歳,1:男,1 
,,01_038：マレーシア,08：高度専門職１号ロ,06_25～29歳,1:男,1 
,,,16：技術・人文知識・国際業務,06_25～29歳,1:男,2 
,,,,07_30～34歳,1:男,2 
,,,33：家族滞在,01_０～４歳,2:女,1 
,,,,07_30～34歳,2:女,1 
,,,35：永住者,15_70～74歳,2:女,1 
,,,36：日本人の配偶者等,10_45～49歳,2:女,1 
,,01_039：ミャンマー,16：技術・人文知識・国際業務,06_25～29歳,2:女,1 
,,,,07_30～34歳,1:男,3 
,,,,,2:女,1 
,,,,08_35～39歳,2:女,1 
,,,21：特定技能１号,04_15～19歳,2:女,1 
,,,,05_20～24歳,1:男,6 
,,,,,2:女,30 
,,,,06_25～29歳,1:男,1 
,,,,,2:女,11 
,,,,07_30～34歳,1:男,1 
,,,,,2:女,3 
,,,,08_35～39歳,2:女,1 
,,,24：技能実習１号ロ,05_20～24歳,1:男,2 
,,,,,2:女,3 
,,,,06_25～29歳,2:女,2 
,,,26：技能実習２号ロ,05_20～24歳,1:男,9 
,,,,,2:女,4 
,,,,06_25～29歳,1:男,3 
,,,,,2:女,11 
,,,,07_30～34歳,1:男,1 
,,,,,2:女,3 
,,,,08_35～39歳,1:男,2 
,,,33：家族滞在,01_０～４歳,2:女,1 
,,,,03_10～14歳,1:男,1 
,,,34：特定活動,06_25～29歳,2:女,1 
,,,,07_30～34歳,1:男,1 
,,,35：永住者,09_40～44歳,1:男,1 
,,,,16_75～79歳,2:女,1 
,,,36：日本人の配偶者等,05_20～24歳,2:女,1 
,,,,11_50～54歳,2:女,1 
,,01_043：ラオス,21：特定技能１号,05_20～24歳,1:男,1 
,,,32：研修,05_20～24歳,2:女,1 
,,,,06_25～29歳,2:女,1 
,,,,07_30～34歳,2:女,1 
,,,,09_40～44歳,1:男,1 
,,02_053：ウズベキスタン,16：技術・人文知識・国際業務,07_30～34歳,1:男,1 
,,,33：家族滞在,01_０～４歳,1:男,1 
,,,,06_25～29歳,2:女,1 
,,,35：永住者,09_40～44歳,1:男,1 
,,02_054：英国,03：教授,09_40～44歳,1:男,1 
,,,15：教育,07_30～34歳,1:男,1 
,,,,,2:女,1 
,,,,08_35～39歳,1:男,1 
,,,16：技術・人文知識・国際業務,07_30～34歳,1:男,1 
,,,35：永住者,08_35～39歳,1:男,1 
,,,,10_45～49歳,1:男,1 
,,,,,2:女,1 
,,,,12_55～59歳,2:女,1 
,,,,15_70～74歳,1:男,1 
,,,36：日本人の配偶者等,08_35～39歳,1:男,1 
,,,,13_60～64歳,1:男,1 
,,02_058：オランダ,35：永住者,14_65～69歳,1:男,1 
,,02_069：スペイン,36：日本人の配偶者等,11_50～54歳,2:女,1 
,,02_070：スロバキア,36：日本人の配偶者等,06_25～29歳,1:男,1 
,,02_077：デンマーク,31：留学,08_35～39歳,2:女,1 
,,02_078：ドイツ,31：留学,04_15～19歳,2:女,1 
,,,33：家族滞在,06_25～29歳,2:女,1 
,,,35：永住者,09_40～44歳,1:男,1 
,,,,11_50～54歳,2:女,1 
